content,sentiment,decision_source
"🧵Helen O'Sullivan is an Australian participant on @GazaFFlotilla and in the audience for @QandA tonight. Her question to Labor Treasurer @JEChalmers needs answering now - Palestinian people can't wait.
1/4",Negative,User agreement
"@BrianTaxpayers There is no 4D chess, only absolute betrayal of Aussies. If nothing else it will at least wake more people up to the creepy socialists.",Negative,User agreement
"Over 186,000 Palestinians have been slaughtered by the terrorist state of israel & the pathetic PM of Australia is concerned about the distress of the people supporting the genocide. History will condemn this PM for his shameful complicity. #FreePalestine #auspol",Positive,User agreement
Looks pretty obvious to any honest person watching,Irrelevant,User agreement
"The Greens just moved a motion to sanction Israel and to demonise a country fighting terrorist organisations on multiple fronts is a typically low act from a low political party. They have targeted Israel on a Jewish holy day, a solemn day of mourning when Jewish people commemorate our national tragedies including the destruction of the Jewish temples in Jerusalem by foreign powers. Of course, the Greens will be oblivious to the fact that they have sided with Israel's oppressors on such a day because their cultural sensitivities do not extend to Jewish people. But our community will have noticed this latest attack and we draw strength from having overcome zealots and tyrants before and mark this day in the knowledge that we will do so again. We thank the Government and Opposition for joining to reject this stunt and to rightly isolate the extremists.",Negative,User agreement
@CllrAmmar and the world watch as the father placed his son behind him to shield him from the sniper. the boy was murdered in cold blood .justice was never done . and the world stayed SILENT.,Negative,User agreement
"""What's wrong with Australia?"" #5🤔🤷‍♂️",Irrelevant,User agreement
"Great send off by huge crowd in Gadi/Sydney for Dan Coward as he joins the #FreedomFlotilla. He's sailing⛴️ with humanitarian aid to Gaza, Palestine. Show your support. Together we will  #BreakTheSiege",Positive,User agreement
"A while ago when Daniel Andrews went to China without Journalists, I made a comment saying that he doesn't want them to know he was job hunting or to see him check his foreign bank accounts! 
Tonight Credlin has announced that he IS going to work in China, didn't know I was physic! 😏",Irrelevant,User agreement
"This is why the world is f*cked ✡️🇮🇱

🇮🇱 10 of the most important positions in administration are dual nationals.

🇮🇱 They own and control everything.",Positive,User agreement
Do you think Australia would be a safer place if @AlboMP cancelled visas of people like Mohammad Sharab ?,Negative,User agreement
@UncorruptedMan,Irrelevant,User agreement
"Firebombing a synagogue with people inside in Melbourne Australia is Terrorism 

It is no different to Hamas terrorists setting homes on fire with Jews inside on 7 Oct 23 in Israel

Terrorism is Terrorism

@theage @theheraldsun @australian @SkyNewsAust @AlboMP @PeterDutton_MP",Negative,User agreement
"Australia makes the best products in the world, and we'll always back making things here.

So whenever you get a chance, choose Australian products.",Irrelevant,User agreement
Where is the condemnation of the #Israel ambassador for the #genocide his nation is committing,Positive,User agreement
@mark16pg Repeal Digital ID or nothing,Irrelevant,User agreement
"Penny Wong gives another $21m for reconstruction of Gaza but this government can't spare $8m to build boarding schools in Alice Springs for  homeless aborigine children to get an education. Where's @LindaBurneyMP?
Thanks to Lyn a commentor in The Austn.",Negative,User agreement
"Beaconsfield Parade, Melbourne, Australia - members of the Jewish community push empty strollers with pictures of the 30+ children held hostage by Hamas terrorists in Gaza

#Israel
#IStandWithIsrael
#BringThemBackHomeNow",Negative,User agreement
@McShayne2011 Well done Fatima,Irrelevant,User agreement
"BREAKING: 

Israeli Forces have lost full control over the north of Gaza, and a large area is now back under Hamas control. 

That's right @IDF, yallah go back to where you crawled out from.",Positive,User agreement
"In today's episode of its anti-Palestinian racism. 

The MSO cancels a show after silencing and cancelling a Pal ally, then claim you're not safe because of Palestinians! 

Straight out of the Zionist handbook.

@MelbSymphony",Positive,User agreement
"Why would any parent do this to their child? 🤡🌎

The HSE Ireland has urged children and teenagers aged 2-17 to get a free nasal spray flu vaccine before Christmas.",Irrelevant,User agreement
Americans you need to be louder. Please. These are your bombs.,Irrelevant,User agreement
@Dempsey57Jackie He's echoing what 90% of Aussies thing - you're the minority,Irrelevant,User agreement
How do israeli settlers live with themselves stealing other people's homes & land?,Positive,User agreement
"South Africa takes Israel to International Court of Justice. 

South Africa has invoked the genocide convention and brought forth proceedings against Israel at the International Court of Justice. This unprecedented move seeks provisional measures against Israel for alleged violations.

No one knows #apartheid like those who fought it before.",Positive,User agreement
"In Gaza:

~97% of water is unfit for drinking

~56% live in poverty

~64% of youth are unemployed

~80% are reliant on international aid

~70% are refugees

And 100% are trapped under Israeli siege, occupation, and endless bombing campaigns. The timeline didn't begin today.",Positive,User agreement
"Re.. Melbourne metro tunnel blunder:
So the trains won't fit. 
You didn't apply the rule taught to every apprentice: Measure twice; cut once. 😂😂😂",Irrelevant,User agreement
"Mohammad Sharab came to Australia on a visa from Gaza

He is seemingly sympathetic to Hamas

He is in jail in Melbourne for alleged kidnapping & threats to kill

He opposes peace with Israel

Is this the type of person you want @Tony_Burke to let into Australia ?

#auspol",Negative,User agreement
Make Zionists feel unwelcome. Always. In all spaces.,Positive,User agreement
"@pepedownunder He stands in front of the flag of the country he serves. 
Just like the rest of them in Canberra.",Negative,User agreement
"There is no ""both sides"" argument:

~Only Palestinians live under military occupation

~Only Palestinians have homes stolen for illegal Israeli settlements

~Only Palestinians are being dispossessed

~Only Palestinians face apartheid laws

ALL of this is done by one side: Israel",Positive,User agreement
"Mackmore 😭 I keep replaying this video. Do you not understand, all you pathetic so-called ""artists"", that you could have provided a moment's relief, a moment's grace in a child's heart like this? For them to know that they are known and fought-for and loved. Your silence is hell",Irrelevant,User agreement
Horrified by it? You incited it.,Irrelevant,User agreement
"Very interesting, I'll need a copy of that list of 150+ lawyers who is on this whatsapp group if anyone has it 🙏. Any person who supports the terrorist/genocidal/criminal state of Israel is an absolute piece of shit in my eyes. I don't care who it is. #GenocideinPalestine #FreePalestine #auspol #IsraelisATerorristState",Positive,User agreement
"The Nations of the UN General Assembly voted overwhelming for a ceasefire in Gaza (153 in favor, 10 against, 23 abstentions). Compared to the last vote, Canada and Australia switched from abstaining to voting for the measure. The UK switched from voting against it to abstaining.

Make no mistake, these changes would not have been possible if it wasn't for our pressure. The US now remains isolated on the world stage, apart from some island nations and Austria, in supporting this genocide.

This will be President Biden's legacy. He will go down as the president who enabled and provided unconditional support for the largest massacre of children in history and the most deadly war on journalists and civilians since WW2.",Positive,User agreement
@aamer_rahman well said Aamer there has been a marked silence from many for so long. some of them has really surprised me . I didn't expect some non reactions. #silenceiscomplicity #CeasfireNow #Gazaagenocide #RafahMassacre #stoparmingIsrael #freepalestine 🤍💚❤️🖤🇵🇸🤍💚❤️🖤🇵🇸🤍💚❤️🖤🇵🇸,Positive,User agreement
"My message to Prime Minister @AlboMP 

In failing to protect Jewish Australians, you have failed all Australians

#Antisemitism @theage @australian @theheraldsun @PeterDutton_MP @SenatorWong @JacintaAllanMP @ChrisMinnsMP @3AW693 @2GB873 @ZionistFedAus #auspol @AustralianJA",Negative,User agreement
"@piersmorgan @Keir_Starmer Your delusional piers trump can't stand commie pricks like your piss weak PM. 
JD Vance genuinely wants to slap the taste out of his mouth.",Negative,User agreement
"From the river to the sea, everyone should be free! Fuck you @AlboMP you have no right to tell people what they can say when you aren't stopping Israel from physically killing kids!",Positive,User agreement
@BellaWallerstei Future historians will marvel how our political leaders normalised apartheid and genocide apologist chants on our streets.,Negative,User agreement
Have we ever seen a less popular and more incompetent Prime Minister than @AlboMP ? 🤷‍♂️,Irrelevant,User agreement
"How do you people sleep at night? 
The only ""terrorist"" is the genocidal butcher Netanyahu, whom you all comfortably sat in a room with at the UN.",Positive,User agreement
@AIPAC The United States must disavow the Jew and cut ties with the terrorist state of Israel if it has any chance of surviving this decade.,Positive,User agreement
"Had a months-long writing gig that was meant to start tomorrow, which I've just been told has been postponed  so they can review their ""cultural safety processes"" in this time of ""heightened sensitivities."" Pretty sure that's code for Zionists complained. Cool and normal times.",Positive,User agreement
@gunsnrosesgirl3 Why do parents it funny to traumatise their kids like this? It's borderline sadistic,Irrelevant,User agreement
"The Australian government must now take decisive measures: sanctions on Israel, a two-way arms embargo, reviewing & suspending economic and military ties Australia shares, and supporting and advocating for international accountability mechanisms.",Positive,User agreement
"This is the @washingtonpost 

This is the kind of anti-Palestinian racism that they think is acceptable for publication",Negative,User agreement
"Hoping the ceasefire comes into effect in Australia too

Then Australians can get their cities back from the anti-Israel mob who have occupied our CBD every weekend for over a year !",Negative,User agreement
"Preparation and recovery from natural disasters happens at every level in communities.

The small business owners and community representatives I met in Lismore today have shown exceptional strength and determination once again. 

They spoke to me about how tough recovery after the 2022 floods has been and how they're working together to build the town's resilience.",Negative,User agreement
"There are pro-Palestinian protests planned for Anzac Day 2024.....

I only have two words for that:  FUCK OFF

Our ANZACS fought for your freedoms, including your freedom to protest. 

Give them at least one day of acknowledgment by respecting and honoring their sacrifices.  That is NEVER too much to ask. 🫡🇦🇺",Negative,User agreement
"In our thousands in our millions, we are all Palestinians! 
Gadigal/Sydney 
#StopTheGenocide 
#FreePalestine",Positive,User agreement
"UNCOMFORTABLE TRUTH
When Jordan gave Gazans refuge many years ago, they  started militarily attacking their government violently, with bombs & guns.
The Jordanians had to expel them. 
No other Arab country has since offered them refuge for the same reason.

So should Australia.",Negative,User agreement
"🙏❤️🫡🇦🇺🇦🇺🇦🇺🇦🇺

#LestWeForget",Irrelevant,User agreement
"These students at Western Sydney University should be commended for their intellectual honesty and condemned for being some of the most ignorant and brainwashed people imaginable. It has taken a year for the anti-Israel movement to drop any pretence of supporting peace and Palestinian statehood. It is now plain for all to see they're only interested in war and Jewish destruction. In time they will undoubtedly turn up as Greens candidates or researchers for ""human rights organisations"" but their proud support for a murderous antisemitic psychopath will follow them.",Negative,User agreement
"Dear Australian Government - our voices matter. 

Ceasefire now!

#CeasefireNOW #FreePalestine 

@AlboMP @SenatorWong",Negative,User agreement
"Hey Aussie's how do you feel about 1,000 dual Australian-Israeli citizen IDF soldiers returning to Australia after shooting and killing women and children?",Positive,User agreement
"Labor is building Western Australia's future.

Premier Roger Cook and I will keep working together to help with the cost of living and make more things in WA.",Negative,User agreement
😂😂😂,Irrelevant,User agreement
"Calling a Palestinian toddler a ""whore"" in an Israeli Telegram channel with 100K people. The post has 200+ positive likes, hearts and laughing emojis in response. Absolute depravity and no reporting on this",Negative,User agreement
Very normal tweet Milo.,Irrelevant,User agreement
"That's a wrap on 2024.

Tax cuts. Energy bill relief. Cheaper child care. Expanding bulk billing. Cheaper medicines. Cutting student debt. 

2024 has had it all.",Negative,User agreement
"Are we really such fools? 

We are idiots here in Australia. We pay the UN $87 Million a year. What do we get in return. Nothing. Now it is revealed that the 3 hostages released this week were imprisoned at the UN headquarters in Gaza.",Negative,User agreement
"APAN President Nasser Mashni: In our thousands and in our millions we are all Palestinian! 

The Free Palestine movement is part of a greater movement for freedom and justice for all colonised and oppressed peoples all over the world.",Negative,User agreement
"Melbourne, Australia - Xmas under threat from violent anti-Israel mob",Negative,User agreement
@Gentilenewsnet So tiring,Irrelevant,User agreement
"NSW farmer James Petersen has the transmission giant pushing high-voltage powerlines through his property.
One day Petersen arrived home to find police at his door.
The officer said they were investigating criminal trespass, against James Petersen, despite him being the  owner.",Negative,User agreement
@SenatorWong Yet you can't condemn GENOCIDE,Negative,User agreement
"The NSW Police's attempt to ban this weekend's Sydney Palestine solidarity rallies is a direct attack on democracy and another troubling example of anti-Palestinian racism.

We must stand up for our right to protest Israel's ongoing genocide in Gaza, its illegal occupation and apartheid in the West Bank, its invasion of Lebanon and attacks on Syria, and to advocate for justice.

Read more - https://t.co/UH8pB4KMS3",Positive,User agreement
"Dear Zionists, 
Cc: @AlboMP @SenatorWong

#IsraeliNazis #GenocideinPalestine #FreePalestine #auspol #PalestinianHolocaust #IsraelIsATerroristState",Positive,User agreement
@MaxNordau @GenocideBiden Do you condemn the IDF?,Positive,User agreement
Masked Antifa man calls me a f***ing fascist and appeals to Muslim women for support. Intersectional comedy ensues. They destroy him.https://t.co/P2WqfQL00X,Negative,Pro user
"So the tattoos on this blokes back look awfully familiar..
Thats right! 
Looks like Hunter Bidens Five Finger Lakes tattoo on his back. 
Why would he even have that tattoo? 
What happens at the Five Finger Lakes that he likes so much 🤔",Irrelevant,User agreement
"This is so cute. Btw, do you plan to report on Israel's rape camp or the fact that a wave of politicians have come out in support of the right to rape Palestinians?",Positive,User agreement
"Demon jews: We have the right to genocide 2 million people

Also demon jews: One of us has been killed whilst murdering babies 😭
We want revenge
We are the victims
Fucking unbelievable!",Positive,User agreement
@PPC4Liberty The rules are pretty simple.,Irrelevant,User agreement
"Mongolia probably has the worst geopolitical position in modern history, surrounded on all sides by the Russian and Chinese empires. So I want to commend the bravery of this small group of Mongolians who stood against Putin's state visit",Negative,User agreement
"If Kerr had admitted fault I'd have respect.We all make mistakes. 
The fact that Kerr thinks she has an excuse for her words, says it all. She's a racist. Line up with the likes of Thorpe & the greens. 
Laws & social expectations should apply equally to everyone. Period. 
You Do NOT speak for Australia or Australians - again the @AlboMP 🤥 Government is out of touch!! 

'Australia behind her': Albanese govt defends Sam Kerr amid racial harassment trial 

https://t.co/1ksSxNXYxN",Negative,User agreement
👏🏽👏🏽👏🏽👏🏽,Irrelevant,User agreement
"Which wine pairs best with finding out my in-laws are staying a few days longer than I was expecting
🤔",Irrelevant,User agreement
"Just an fyi, Israel blew up a bunch of doctors, medical workers, teachers and children in Lebanon today. They targeted a brand of pager that wasn't exclusively held by Hezzbollah, and indiscriminately attacked civilians in the process. Israel will do anything to push regional war",Positive,User agreement
"John is a retired emergency physician from #Maryland. He'll be
aboard the #FreedomFlotilla ⛴️⛴️ to Gaza.
He tried everything. This is the next logical step.
Check out why he applied to be a participant and support him. Together we will #BreakTheSiege of Gaza!",Positive,User agreement
"@MichaelRapaport I feel the same about these other 4 Palestinian boys who were happily playing soccer on a Gaza beach one day before Oct 7 when the IDF navy just blew them up on the beach. All under 14. 

Where was your outrage then?

Oh, only Zionist lives matter! Gotcha!",Positive,User agreement
"@BlakPantherBabe @Mivasair What next ,Tanks, Planes. Shame on you USA Gov. 
no Free speech.",Negative,User agreement
"Half of Gaza is under 18 - every 18 y.o. has survived (at least) four brutal Israeli invasions in their lifetime and the ongoing siege. What do you think happens to a brain subjected to constant trauma? If the body keeps score, what do you think the scoreboard says now?",Positive,User agreement
"How is bombing 6 tower blocks in Beirut any different to bombing the twin towers? 

Answer: There is NO difference! Terror x terror.",Positive,User agreement
"Harvard seems to have allowed a random guy affiliated with the Chinese embassy to drag a Tibetan American student out of a lecture given by the Chinese ambassador. Demented.

@SFTHQ",Negative,User agreement
@Holly_Da This is a disgusting abuse of power,Irrelevant,User agreement
The genocide/holocaust of Palestinians by the terrorist state of Israel. #IsraeliNewNazism #IsraeliTerrorists #FreePalestineFromIsraelNOW,Positive,User agreement
"Fuck every last living Zionist. Isolate the shit out of them. Kick them out of your spaces. They are no better than Nazis. They have targeted Palestinians for decades. They are violent abusers. Make them uncomfortable, make them unwelcome. Zionism has no place in a just world.",Positive,User agreement
Anyone else as excited as I am 👏🏼👏🏼👏🏼,Irrelevant,User agreement
Make this make sense.,Irrelevant,User agreement
Not too late to join us at the state library. Thousands here already,Irrelevant,User agreement
"""You kept quiet for months like a snivelling little coward while Israel broke all the rules by murdering tens of thousands of innocent civilians, yet now you perk up to 'protect the free flow of commerce'. What a pathetic excuse of a leader and of a human you are.""",Positive,User agreement
".@AlboMP meet Dana Alshaer

Dana is in Australia on a student visa

Dana has seemingly used her time in Australia to undermine social cohesion including leading the highly disruptive occupation of @UniMelb 

Now Dana appears to be behind the targeting of @AustralianLabor MP @joshburnsmp presentation at @UniMelb 

Should Dana's visa be cancelled ?

#auspol @theage @australian @theheraldsun @SkyNewsAust #auspol",Negative,User agreement
"Politicians used these lies to race-bait, some to restrict our rights to protest and others called for deportations.

Who will be held accountable for this damage?",Negative,User agreement
Driving in NYC,Irrelevant,User agreement
"Palestinian students shot wearing kuffiyehs 

A six year old Palestinian boy stabbed to death 

Hot coffee thrown on a family wearing a kuffiyeh

A woman spits on a little girl & protestors

An Arab student run over at Stanford 

It is hate crime after hate crime across the US",Negative,User agreement
#MELBOURNE out in force for #palestine not too late to join us at the State Library,Negative,User agreement
"Sydney, Australia - 1,000+ people peacefully march through @Sydney_Uni demanding an End to Hate against Jewish students, whilst proudly flying Australian & Israeli flags, & playing the Australian anthem 

@australian @smh @dailytelegraph @2GB873 @abcnews @ZionistFedAus @ECAJewry",Negative,User agreement
"APAN has today called on the Federal Government to investigate revelations that a pro-Israel lobby group applied pressure to @ABCnews to terminate the employment of journalist @antoinette_news.

Read more -",Negative,User agreement
That deep breathe she took before answering the question lol. 😂100% relatable. 😫,Irrelevant,User agreement
"Lidia Thorpe suspended from parliament for 'physically threatening behaviour'
After tearing up a motion and throwing the papers at Pauline Hanson, Thorpe will be absent for the rest of the week.
Published 27 November 2024 7:02pm
Updated 27 minutes ago, 27 November 2024 7:11pm
By: Sara Tomevska
Source: SBS News
Labor and the Coalition have joined together to suspend Independent Senator Lidia Thorpe from the Senate for the remainder of the sitting week, after she ripped up a motion by Pauline Hanson on the chamber floor and gave senators the middle finger.
Speaking to the motion, leader of government business Penny Wong said ""too often debate in this place is turning to aggression, to hateful and personal attacks, and there have been multiple instances of Senator Thorpe making inappropriate and sometimes abusive comments towards other senators.""

Lidia Thorpe suspended from parliament for 'physically threatening behaviour'
https://t.co/DUdkcor6Xy",Negative,User agreement
"@libsoftiktok She's already deleted this video and has uploaded a new one trying to sound reasonable. 

She's about to have a bad time. 😭",Irrelevant,User agreement
"AM I IN THE UPSIDE DOWN?
Look at the way they romanticise and normalise. She's not freaking Juliet. She's ""off to the frontline"" to join the Occupying forces as they flatten a whole people and a whole city.",Negative,User agreement
"Albanese you can't hide.
You're committing genocide!#CeasefireNOW",Negative,User agreement
Yes 👍🏽 most definitely,Irrelevant,User agreement
"REPLY TO BOLT:

Stupid Andrew Bolt of @SkyNewsAust has tried to cover his arse on his show tonight by trying to justify the blatant lies & defamatory remarks he made about me last night. He cites my previous tweets in his sick attempt to prove i'm a jew-hater (repeating the defamation). The tweets he sights do not even remotely suggest any anti-jewish sentiment. They are attacks upon zionist israelis responsible for the genocide in Palestine and he knows that perfectly well. Even a child will tell you Zionism is not Judaism and Judaism is not Zionism. There are hundreds of thousands of religous jews around the world who are as outraged as I am about the heinous and despicable war crimes being committed by the terrorist state of Israel. Decent Jews all over the world, have likened gaza to the warsaw ghetto and Israel's actions as nazism of our times. Based on the evidence we are seeing out of Gaza, these descriptions are absolutely fair and accurate. 

NOW APOLOGISE AND MITIGATE THE DAMAGE YOU'VE CAUSED. HOW DARE YOU SULLY MY GOOD NAME BY MAKING UP DISGUSTING LIES ABOUT ME. #GenocideInPalestine #FreePalestine #auspol 

PS.  You mention my tweets generating anti-jewish hate. another blatant lie!!! over 90% of the replies are from decent people rubbishing you and Sky for your disgraceful gutter journalism. One thing is very clear from the feedback - you are deeply despised and loathed. what a legacy you are leaving behind!!!",Positive,User agreement
"@blizwag00n @jonnysocialism @CocoaMochaCrml He didn't in ANY WAY make light of Sudanese lives. The aid was for Sudan, he says essentially, I'm black but not black, as in he isn't Sudanese. The worst he does is make an assumption that Sudanese are black. Be offended all you want but what you are saying isn't true.",Negative,User agreement
"The Jewish community again wakes to scenes of terror and devastation. More burning cars and broken glass. Another act intended to terrorise us, drive us from our country and make our fellow Australians fearful of associating with us. How long will this continue and with what horrors will it end? We ask that you stand with us. March with us. Don't let this evil tear our country to pieces. We expect the new AFP taskforce to bring the perpetrators swiftly to justice.",Negative,User agreement
"Israel is raping hostages to death. Repeat: Israeli is raping hostages to death. Plural. Let Israel burn, it has no business existing.",Positive,User agreement
@SenatorThorpe You're very passionate - that's clear. But if I behaved like that at work I'd probably get suspended too. Fairs fair,Irrelevant,User agreement
"Forensic Architecture probe concludes Israeli tank likely killed Palestinian child Hind Rajab, revealing Rajab's car was hit with 355 bullets and it is ""not plausible"" that Israeli tank couldn't see children inside car.",Positive,User agreement
"I don't think @SenatorWong should be allowed to represent Australia at the 80th anniversary of the Auschwitz concentration camp

Actually, I don't think any @AustralianLabor politician is worthy of going - IMO all have failed Australia's Jews",Negative,User agreement
"To plan and execute the firebombing of a childcare centre requires a depth of savagery that is difficult to imagine. Today, families will be having conversations about whether it's safe to send their children to the places where they should be safest. Places of worship, homes and now pre-schools have all been targeted by domestic terrorists. Antisemitism consumes everything. It is the disease that is destroying our country. We need national cabinet to deal with what is a national emergency.",Negative,User agreement
@JEChalmers You know that we're living through this shit-arse economy and no one believes a word you say. You know that right?,Irrelevant,User agreement
"Why is the Australian Government being so secretive about its defence industry cooperation with Israel?

And why does the Israeli Government have veto power over the information that is (or isn't) made available to the Australian public? 

#auspol #Gaza",Negative,User agreement
Spot on. Douglas Murray.,Irrelevant,User agreement
"Our university campuses are witnessing a chilling trend: legitimate criticism of the state of Israel and its policies is being silenced under the guise of combatting antisemitism.

That's why we've contributed to a submission to the Commission of Inquiry into Antisemitism at Australian Universities Bill 2024.

We demanded that:

- The government abandon plans for a Commission of Inquiry into Antisemitism on Australian university campuses.
- Universities be supported to protect academic freedom for ALL.
- Universities reject the IHRA definition.
- Universities be supported to implement comprehensive anti-racism frameworks that address anti-Palestinian racism, Islamophobia, antisemitism and all other forms of racism.

Read our submission - https://t.co/HHp3V6iCcV

#gaza #freepalestine",Positive,User agreement
@BrockRiddickIFB @CryptoStu3 @fo_finger @TheOldMan4457 @TheCredHulk17 @Itnobulljsjit @realeddmoo @superpranker @James_Thebeau_ @_maltheism_ @D__Rips @ornery_owls,Irrelevant,User agreement
"Welcome home, Naama. You have outlived your tormentor and now it's time to heal. May Naama, Karina, Liri and Daniella recover in body and soul from their torture and may the remaining hostages be speedily freed.",Negative,User agreement
Is Rennick a Noticer? 👀,Irrelevant,User agreement
How fkn disgusting is Penny Wong!!!!! #auspol,Irrelevant,User agreement
"Mahmoud received a scholarship study anywhere in the world, and he chose the University of Melbourne. Devastatingly, he was killed by Israel's genocide last week.

Uni Melb's Gaza solidarity encampment renames Arts West to Mahmoud's Hall.",Positive,User agreement
Can someone explain to me how doing this at Columbia helps Palestine.,Negative,User agreement
"@timothyiangann @davincentjames Why?  Many other historical figures share a very similar opinion.
Napoleon Bonaparte for example.",Irrelevant,User agreement
This is how @jennyleong sees our people and our community.,Irrelevant,User agreement
"Zionists love outing queer Palestinians against their will to use it as some kind of ""gotcha"" moment to try and prove there is homophobia among Palestinians, thus bolstering their argument that Zionism needs your support.

Fuck that.

No one has a right to out anyone. 

No one.",Positive,User agreement
@MRobertsQLD AHow bout u shut the fuck up and have the backs of you're followers? We love Hitler. He is what no other leader has been able to to do since the fake holocaust.  You're followers LOVE HIM.,Positive,User agreement
Can we stop saying political change is light years away. It's not if we use our people power. Rid ourselves of both Labor and Liberal once and for all Australia. Talk strong and be strong 💪,Negative,User agreement
⚠️ Crikey outing every journalist and politician who has taken lobby-sponsored trips to the apartheid regime of Israel,Positive,User agreement
@GarbageHuman24,Irrelevant,User agreement
"Hamas isn't making Israel commit genocide

Israel is *choosing* genocide 

Israel is instituting genocide as a matter of policy and strategy 

There is no one to blame but Israel for this

This is an active choice and the West is complicit in it",Positive,User agreement
"Where are the Greens?
Where are the Aboriginal Activists? 

How come there never seems to be any little sacred animals where turbines are going, acres and acres , no  sacred animals. No Kangaroos, Koalas, Wombat etc,etc.?

Down the South coast in the Illawarra Region, there has not been any Mythical Rainbow Serpents or whatever there was elsewhere that stropped multi million production for years.
Uncanny that, isn't it? 

In Australian Aboriginal culture, several animals hold spiritual significance. Here are some examples:

Kangaroo: Representing strength, agility, and balance, the kangaroo teaches adaptability and overcoming obstacles1.

Emu: Symbolizing resilience and endurance, the emu inspires perseverance1.

Koalas symbolize wisdom, intuition, and guardianship of knowledge.

They are associated with resilience and harmonious coexistence with nature.

Some stories attribute koalas with power over rain and the ability to cause drought if disrespected.

For many Aboriginals, hunting and eating koalas were forbidden due to their spiritual importance

Wombat: Considered a symbol of wisdom and intuition, the wombat holds special meaning1.

Crocodile: Revered for its power and tenacity, the crocodile embodies strength1.

These animals are deeply connected to the ancestral spirits and the Dreaming, which is the Aboriginal cosmological framework explaining the origins of the world and relationships between humans, animals, and the environment. 🌿🐾",Negative,User agreement
"If it's serious about the consistent application of international law, the Australian Government must support South Africa's ICJ case alleging that Israel is committing genocide in Gaza.

@AlboMP  @SenatorWong @MarkDreyfusKCMP",Positive,User agreement
".@AlboMP Why is it illegal to climb a rock that only belongs to a small percentage of Australians, but it's OK to burn the Australian flag that belongs to 100% of the people?",Negative,User agreement
When do you plan on releasing disease X?,Irrelevant,User agreement
"According to the ABC, the vicious, cold-blooded murder of our people by the Zionist entity is a ""humbling"" experience.",Positive,User agreement
"Let's celebrate these wins!

Thank you for all you've done, continue to do and what you will do today and tomorrow. 

Take a breath and redouble our efforts for Palestine!",Negative,User agreement
"It really, really isn't.",Irrelevant,User agreement
"Lattouf v ABC coming to a close shortly...& we wait.
No matter the result, what @antoinette_news has done is monumental & historic. She bravely fought back when they tried to silence & put her in her place. Made them defend the indefensible.
For most of us, she's already won.",Negative,User agreement
@KrutikaKuppalli @WHO Jesus people like you actually exist? Shut the fuck up with your stupid lies,Irrelevant,User agreement
"Out of the ashes, there arose a nation 🇮🇱 Am Israel chai.",Negative,User agreement
Murdoch's News Ltd is the official propaganda rag for the terrorist state of israel. Absolute filth!!!!! #IsraeliNazis #GenocideinPalestine #FreePalestine #auspol #PalestinianHolocaust,Positive,User agreement
"@BernardKeane Allegra What about condemning the Genocide your friends are perpetrating. 34,000+Men women and children in Gaza and deliberately starving them . No ! didn't think so #ceasefirenow #stopArmingIsrael not to mention blowing up an Iranian Embassy .Iran was defending Themselves",Positive,User agreement
Fantastic interview. A must watch!,Irrelevant,User agreement
Jewish pride flag.,Negative,User agreement
"Let's be crystal fucking clear: Mass rape has been perpetrated by one side, and one side only, over the last 7 decades in Palestine. And that side is Israel. Rape after rape after rape. Men, women and children. Fuck Israel and all Zionists still talking about October 7.",Positive,User agreement
I LOVE ❤️ AUSTRALIA,Irrelevant,User agreement
"Jack Black is trending. He supports Israel and therefore supports genocide. That's all he is now, just like Scarlett Johannsson and every other fucking Hollywood disappointment.",Positive,User agreement
Dear Russia. Please invade us and get rid of our fucking shit government and political class. We also have a royal family we don't need. Will swap for cheap gas.Thanks. Britain.,Negative,User agreement
"@tanya_plibersek There's no place in social media for your communist rhetoric, so delete your profile @tanya_plibersek",Negative,User agreement
@iluminatibot,Irrelevant,User agreement
https://t.co/OBuYcpJ79E,Irrelevant,User agreement
"People with student debt are hurting. This down payment on wiping all student debt can't be held to ransom until after the next election.The PM says he wants the next government to cut debts, but he could do it now.Today I wrote to the PM, offering to pass the cuts this year.",Negative,User agreement
Looks like Israelis have been hiding F-35s inside their villas.,Negative,User agreement
@BarakRavid @EylonALevy wait? Didn't u say Israel isn't blocking anything? And the erez crossing is destroyed?,Negative,User agreement
"1,500+ in Swanston St now marching for #Rafah",Negative,User agreement
How come we've never known the names of the 40 beheaded babies or the names of their parents?,Negative,User agreement
@orenbarsky @OmarHamadD Shejaiya Gaza. My extended family was slaughtered.They were Christians. How am I supposed to respond to your tweet?Is this you in the IDF vehicle threatening to gas Palestinians? 👇,Negative,User agreement
Is this true?!,Irrelevant,User agreement
"Russia has a single RS-28 Sarmat MIRV ICBM that can end France and there are no defenses in the world for it.It will be over in minutes, every single densely populated area will be gone forever.",Negative,User agreement
Damn! Antisemitism was rife 746 years ago....,Negative,User agreement
"As bombs have rained down on Gaza, Labor have spoken a lot about 'respecting international law'. Now is the time to show it. The Australian Government must confirm they will comply with the arrest warrants issued by the ICC.",Negative,User agreement
"Congratulations to Mehreen Faruqi for taking on Pauline Hanson. It's a very important victory in the fight against hate, with the court slamming Hanson's 'strong form of racism'.If you've been smeared or targeted because of your skin colour or background, this win is for you.",Negative,User agreement
Melbourne is a union town! Tens of thousands marching to defend union democracy this morning. ✊,Negative,User agreement
NEWS: Our bill to guarantee 3 days of child care subsidy has passed parliament.,Irrelevant,User agreement
