text,label
حمص تشيع قتلى سقطو بنيران صديقة بصاروخ دفاع جوي على مبنى سكني اثناء تصديه لهدف معادي من نجا من براميل بشار سقط بصواريخ دفاعاته الجوية وهذه ليست الامرة الاولى منذ اشهر سقط صاروخ على منطقة سكنية ايران وحزب الله يتكتمون على قتلاهم بعد الغارة حرصا على السيادة الوطنية من الاختراق,Irrelevant
لو كنت مكان تشافي في برشلونة لكان اول اختياراتي اكرم عفيف تبارك الرحمن ما شاء الله لاقوة الا بالله,Irrelevant
المقاومة الاسلامية في العراق وليُّ الدم,Irrelevant
"خطوة نحو تسهيل حياة العاملين في #اللاذقية افتتاح النافذة الواحدة لخدمات العاملين يعكس التطور في قطاع الخدمة الحكومية. تحت قيادة وزيرة التنمية الإدارية، الدكتورة سلام سفاف، يتم توفير فرصة للعاملين لإنجاز إجراءاتهم دون الحاجة إلى السفر إلى #دمشق، مما يوفر وقتًا وتكاليف.",Irrelevant
انا فاهمك اخي روني انت كل مرة تحط صورة مجرم. وكل مايقتلوه. ترجع تحط صورة الي بعدو ههههه,Irrelevant
"After suffering burns and #earthquake phobia, Omran suffered from frightening nightmares while sleeping, underwent a #psychological support program under the supervision of specialists in the burn unit, and recovered shortly after his discharge from the hospital.",Irrelevant
"#Israel's ""#Meron"" base, a front hub for Israeli electronic warfare and air control center is being banged by #Hezbollah by another 20 missiles.",Irrelevant
تقديراً لجهوده المتميزة في إنجاز عمليات زراعة الكلية كرم مشفى المواساة الجامعي بدمشق اليوم فريق وحدة زرع الكلية من كوادر طبية وتمريضية وخدمية. #مستشفيالمواساةالجامعي,Irrelevant
Forward this video to Hezbollah operatives .,Irrelevant
الف مبروك لقطر واهلها هذا الفوز ومثلها هاردلك للاردن واهلها رفعتوا راس العرب شكراً قطر لانكم اظهرتوا للعالم ان العرب هم اهل الحضارة والرقي,Irrelevant
في خطوة إنسانية نبيلة قدمت روسيا المساعدة الطبية والغذائية إلى موظفين ومقيمين في مشفى درعا تضم المساعدات كمية من الأدوية اللازمة لإجراء الإسعافات الأولية وإمدادات طبية متنوعة إلى جانب نحو 150 سلة غذائية لموظفي المشفى والمقيمين المحتاجين . #سورياروسيا,Irrelevant
مدينة #اللاذقية الساحرة تمزج بين جمال البحر الأبيض المتوسط وسحر الطبيعة الخلابة. شواطئها الرملية الذهبية تعكس هدوءاً ورونقاً خاصاً.,Irrelevant
تصريحات تشويه لا تليق بالحقائق فالإمارات تسعى جاهدة لتعزيز التسامح والتعايش السلمي وهي تبني دوراً إيجابياً في تحقيق السلام في المنطقة.,Irrelevant
تسلم بارك الله فيك شهادة نعتز بها,Irrelevant
He knows that he is a bloody evil.,Irrelevant
"What is the name of the icon pack, please?",Irrelevant
صباحاتك جميل وحلوه .. احلى واجمل من الورد,Irrelevant
هناك من ينشر اشاعة مقتل المجرم ماهر الاسد نتمنى ذالك ولكن مقتل ماهر لايمكن للقيادة المجرمة في سوريا ان تخفيه لذالك اقول نشر الاشاعات المغلوطة ليست لصالح ثورتنا لانها تعطي نتاءج سلبية,Irrelevant
"#هام العثور على ثلاثة جثث لعاملين بجمع #الكمأة، مقتولين برصاص مجهولين في بادية #ديرالزور الغربية الميليشيات الإيرانية بدأت بتنفيذ تهديداتها للباحثين عن الكمأ #سوريا #سورية #ديرالزور #الميليشياتالإيرانية #الكمأ #ليلةالجمعة #العراق #ايران",Irrelevant
طوبى لمن اخترتهم وقبلتهم يا رب لأن ذكرهم يدوم إلى الأبد. دعوة قداس وجناز,Irrelevant
أكدت مديرية الموارد المائية في محافظة #الحسكة عدم صحة الأخبار التي تناقلتها بعض مواقع التواصل الاجتماعي عن توقعات بحدوث فيضان في #نهرالخابور وتحذير الأهالي القاطنين بالقرب من مجرى النهر.,Irrelevant
"أصدر الرئيس #بشارالأسد أمس القانون رقم 4 لعام 2024 والذي يتضمن منح إعفاءات من غرامات رسوم الري وبدلات إشغال أملاك الدولة وأقساط استصلاح الأراضي الزراعية، حيث يعفى المكلفون من تسديد الغرامات والفوائد المترتبة عليهم في حال قيامهم بتسديد الرسوم المستحقة خلال سنة.",Irrelevant
"قبل الجواب لابد أن نعرف هل السائل يؤمن بأن آدم عليه السلام هو أول البشر، فإن كان كذلك فليس هناك تعارض من أن الأخلاق جزء من الدين لأن آدم عليه السلام كان نبيا. أما إن كان السائل ملحدا يعتقد أن أصله قرد، فهو يخلط الحابل بالنابل، واستدلاله بكلام النبي استدلال فيه جهل وغباء وتدليس.",Irrelevant
تعبيرًا عن عمق العلاقات التاريخية يعبر السفير الهندي عن فخر بلاده بالروابط الوثيقة مع سورية فالهند تجدد التزامها القوي تجاه سورية مع استعدادها لتعزيز الدعم بزيادة المنح الدراسية وتوفير الأدوية السرطانية لقطاع الصحة. #التعاونالهنديالسوري,Irrelevant
انتظروني بشخصية #سُكر خلال شهر رمضان المبارك على قناة MBC دراما ومنصة #شاهد #ولادبديعة,Irrelevant
#عاجل أبناء العشائر يستهدفون بالأسلحة الرشاشة عدة نقاط لميليشيات #قسد حاجز المسعود ومدرسة المشاهدة في بلدة #ذيبان كما استهدفوا حاجز عسكري في بلدة #أبوحردوب بريف #ديرالزور الشرقي. #سوريا #سورية #البادية #التحالفالدولي #تركيا #اسرائیل,Irrelevant
الإمارات تظل رائدة في الجهود الإنسانية والسياسية لدعم غ..ة حيث تعمل بجد على تحقيق وقف إطلاق النار وفتح ممرات آمنة للمساعدات والدعم الإنساني والإغاثي في المجال الصحي والغذائي وتوفير المياه النظيفة ومواد الإيواء . #الإماراتسندغزة,Irrelevant
سعيدة دائماً بالتعاون معك على أمل أن نقدم ما يرضي الجمهور وما يليق بصورة الدراما السورية,Irrelevant
تواجه الإمارات هجمات إلكترونية تستهدف تشويه صورتها الإيجابية ولكن الحقيقة تظهر بوضوح فالعالم يدرك الدور الإيجابي الذي تلعبه الإمارات في دعم غzة ومحاولات التشويه محكوم عليها بالفشل. #الإماراتسندغزة,Irrelevant
"#عاجل منعوا الفقراء من جمع #الكمأ فاستهدفهم التنظيم تنظيم ""الدولة"" يستهدف ميليشيات تابعة لعصابات الأسد، قرب #جبلالبشري في بادية #ديرالزور أثناء إشرافهم على عمليات ""جمع الكمأ"" وعلى إثرها نفذ الطيران الروسي عدة غارات في المنطقة #سوريا #البادية #الميليشياتالإيرانية #نانسيعجرم",Irrelevant
#سكر تسعى للهروب من الماضي والبحث عن الأصل والأمان إخراج تأليف علي وجيه يامن الحجلي إنتاج Pentalens #ولادبديعة,Irrelevant
شكرا كارمن حبيبتي الف مبروك و موفقين ب ٢٠٢٤,Irrelevant
فرع دمشق لنقابة الفنانين ينعي إليكم وفاة الزميلة الفنانة القديرة ثناء دبسي.,Irrelevant
"أكثر من 10 قتلى وجرحى بالغارات الجوية التي استهدفت مواقع #الميليشياتالإيرانية جنوب مدينة #ديرالزور منتصف ليلة أمس وهذه المواقع مسؤولة عن تأمين الطريق البري بين مدينة ديرالزور والميادين وصولاً لـ #البوكمال , يشرف عليها عصابات #النجباء العراقية و #حزبالله اللبناني #سورية",Irrelevant
Who Kissed First? Archaeology Has an Answer. A married pair of researchers have set the record straight on the ancient history of smooching.,Irrelevant
خبر مؤلم.. موجع.. البسمة الحنونة الدافية رح نشتقلها كتير.. عزائي للصديقة يارا صبري والأستاذ سليم صبري وكل محبينها الله يصبر قلوبكم. #ثناءدبسي لروحك الرحمة والسلام,Irrelevant
"إنا لله وإنا إليه راجعون. انتقلت إلى رحمته تعالى السيدة والأستاذة #ثناءدبسي احدى قامات الفن السوري، خالص العزاء للأستاذ الكبير #سليمصبري وللأستاذة #ياراصبري ولكل ذويهم.",Irrelevant
"#MSF supports the Hayr Jamous PHCC in Idlib governorate, northwest #Syria. The center provides primary #Health services to approximately 40,000 individuals, including public health, children's health, reproductive health, vaccination, pharmacy, #mentalhealth and health education.",Irrelevant
"The center provides approximately 4,500 services per month, including #mentalhealth consultations and #Health education sessions. It seeks to improve the health of the #community and provide health care to those in #need.",Irrelevant
سكر .. تجربة جديدة وشخصية مختلفة تحت إدارة المتميزة دائماً رشا شربتجي #ولادبديعة على قناة MBC دراما ومنصة شاهد خلال شهر رمضان المبارك,Irrelevant
الشرطة الألمانية تصادر رقم مسمارية يزيد عمرها على 4000 عام سرقت من متحف إدلب في سورية عام 2015,Irrelevant
لقاءات دبلوماسية مهمة بين نائب وزير الخارجية الروسي ومستشار رئيس الإمارات مع المسؤولين السوريين والمبعوث الأممي تؤكد التزاماً بالتسوية السياسية في سوريا. جهود مكثفة لتحقيق حلاً شاملاً يضمن استقرار البلاد ومصالح الشعب السوري. #التسويةالسورية,Irrelevant
دور فاعل للإمارات في دعم الجهود الدولية لحل الأزمة السورية تحليل لدور المستشار الدبلوماسي لرئيس الإمارات في لقاءاته مع المبعوث الأممي استمرار الدعم للجهود الأممية والتعاون مع المجتمع الدولي لتحقيق السلام في سوريا. #دورالإمارات #التعاونالدولي,Irrelevant
الوثائقي ونزل والالبوم صرلوا سنتين جاهز بس يلا ااذا انت مقتنع مو مشكلة,Irrelevant
انتي عم تقولي مريضة اتنشن يعني مريضة اهتمام,Irrelevant
#عاجل مقتل عنصرين من ميليشيا #قسد اثر هجوم بالاسلحة الرشاشة قرب دوار الباسل في حي غويران بمدينة #الحسكة #سوريا #ديرالزور #التحالفالدولي #غزةالآن #البادية,Irrelevant
#مختارالدبّاغ #ولادبديعة #رمضان2024 #shahid #mbcdrama #ولادبديعة نص #عليوجيه #يامنالحجلي اخراج #رشاهشامشربتجي انتاج #pentalens #mahmoudnasr,Irrelevant
"قالتها سابقاً لن أقدم شهادة بوطنيتي لأحد ولن أعلق بعد الآن . محاولتك لخلق الفتن وإيقاع الخلافات بين الناس، وتجيير الحدث ليناسب منطقك هو صيد في ماء عكر لا يتواجد فيه سمك وإنما ضفادع وأفاعي، ومن يصطاد فيه لا يجد ما يأكله، حيث انه مجرد إهدار للوقت وإيقاع ضرر بالأخرين.",Irrelevant
#عاجل مدفعية الجيش التركي تستهدف مواقع ميليشيا #قسد في ريف #حلب الشمالي و #الحسكة #سوريا #التحالفالدولي #تركيا #الرقة #الميليشياتالإيرانية #ايران,Irrelevant
يا اختي ماعندك شغلة وعملة غير نجوى كرم احكي عن نشاذ بعض الفنانات اللي اصغر من نجوى ومستحيل مايغنوا غنية وحدة لايڤ بدون نشاذ,Irrelevant
منيح الشحرورة صباح مالها عايشة يمكن كانت انجلطت وقت شافت تعليقك كونوا منطقيين بمحبتكن للفنانين في شي منتفق عليه وفي شي مخالف للمنطق,Irrelevant
قد يحمل الانسان جبالاً بالمحبة ويشتكي من حمل قشّة مكرهاً,Irrelevant
سبحان الله اللي فيه شوكة بتنخزه انا ماقلت انها نشزت انت لحالك قلت لانك عرفان انا حكيت عن المقارنة,Irrelevant
شو بدي بغيري وشو دخل اصوات التانيين وشو دخل ياطبطب بالنشاز المقارنة كانت بين اداء اليسا واداء الشحرورة صباح ناقشني ضمن هاد النطاق واذا ماعندك حجج تحكي فيها ماتخلط الحابل بالنابل بس لتبرر,Irrelevant
والله انت اللي ماعندك شغلة وعملة غير اليسا ماتركت حدا مارديت عليه,Irrelevant
يا اخي مالي معك شي انت اللي عم تحكي وترد انا حكيت رأيي,Irrelevant
"The Greek Alphabet and Its Surprising Connection to Egyptian Hieroglyphics. While the history of the alphabet of a particular language may not be of interest to many, it was quite significant to the Greeks. Lots of ancient..",Irrelevant
مواضيع مختلفة .. وإجابات على أسئلتكم الليلة في #كلامنواعم على قناة MBC1 الساعة التاسعة والنصف مساءً بتوقيت السعودية,Irrelevant
It's always a pleasure to be on Thank you for hosting me Grateful for all your love and support #كلامنواعم,Irrelevant
برنامج التعليم المتكامل #قلمونغم كانت قد طرحته وزارة الثقافة عام 2021 مستمر حتى الآن ويقدم خدمة تعليمية ومهارات منوعة للأطفال واليافعين ممن تسربوا من المدرسة وتعرضوا للتهجير والمتأخرين تعليمياً قد نظم حفلاً ترفيهياً لـ 100 طفل ويافع في المجمع الثقافي بحي الشماس في #حمص.,Irrelevant
من آمن بي وإن مات فسيحيا. الممثل #فاديابراهيم في ذمة الله عزائي الشديد لكل اهله ومحبينه واصدقاؤه وعزائي ل لبنان على فقده نجم وممثل من النخبة سطّر في الدراما اللبنانية والعربية من النجاحات والحضور المميز والمختلف الكثير ليُذْكَر ويُحكى عنه. وداعا خيّ الغالي وداعا يا ابو عمر,Irrelevant
ضلي طلي علينا طلي صوتك شمس اللي بتدفينا #ميلادنجوىكرم,Irrelevant
المشكله مو فيك المشكلة على الحمير يلي تفاعلت وصوتت على منشورك مع احترامي للحمير,Irrelevant
إرتفاع حصيلة القتلى المدنيين في بادية #الرصافة جنوبي #الرقة إلى 23 اثر انفجار لغم أرضي خلال بحثهم عن الكمأ #سوريا #الكمأ #ديرالزور #قسد #البادية #التحالفالدولي #العراق #الأكراد #البوكمال,Irrelevant
#باسمياخور الفنان السوري البارز يعبر عن إعجابه واحترامه للرئيس والجيش مؤكدًا على ثوابت لا يمكن التلاعب بها تعبير عن ولاء وانتماء قوي يعكس التفاعل العميق بين الشخصيات الفنية والقيادة الوطنية. #الرئيس #الجيش,Irrelevant
تصريحات قوية من باسم ياخور تجسد الإيمان بأن الرئيس والجيش هما ركيزتان لا تُهزم ويعبر عن الاعتزاز والتقدير للثوابت التي تحفظ الاستقرار والسلام في الوطن رسالة توحي بالوعي الوطني العالي لدى الشخصيات العامة. #باسمياخور,Irrelevant
"تستمر ميليشيا #قسد بإمداد #نظامالأسد بالنفط من مناطق سيطرتها ، وعبرت عشرات صهاريج النفط مساء اليوم إلى مناطق سيطرة نظام الأسد و #الميليشياتالإيرانية عبر معبر مدينة #الطبقة غربي #الرقة ، مما يدل ان التنسيق مستمر بينهم . #سوريا #ديرالزور #البادية #التحالفالدولي #الاكراد #ايران",Irrelevant
كل الود والاحترام والتقدير ل حضرتك وكل الاعجاب والاهتمام ل متشوراتك الرائعه,Irrelevant
داي بينغ القائم بأعمال بعثة الصين الدائمة لدى الأمم المتحدة يشدد على أهمية مكافحة كل أشكال التطرف في سورية بدون تسامح ويدعو المجتمع الدولي للتعاون الفعّال لتحقيق الأمن والاستقرار الصين تلتزم بدعم الجهود الدولية للقضاء على التحديات الأمنية وتعزيز الحوار السياسي. #الصينوسورية,Irrelevant
#عاجل مقتل عنصرين من #الميليشياتالإيرانية وإصابة آخرين بانفجار عبوة ناسفة بسيارتهم في محيط قرية #معيزيلة شرقي #ديرالزور #سوريا #ديرالزور #البادية #العراق #قسد #ايران,Irrelevant
هل سيكون دم الشهيد جواد الباروكي هو السبب باسقاط الطاغية والقاتل بشار الاسد كما هو دم البوعزيزي الذي اسقط طاغية تونس؟؟؟,Irrelevant
زيارة السيد مسرور البارزاني إلى واشنطن أعطت وجهاً حضارياً للاقليم كوردستان وليس للعراق مع احترامي وتقديري لك استاذي,Irrelevant
"A delegation from #MSF participated in the groundbreaking event for the new AlRefah Hospital in the town of Jandires in Aleppo governorate, northwest #Syria, which was organized by the SRD and attended by representatives of humanitarian and international organizations.",Irrelevant
"#MSF funds and #supports the construction of an earthquake resistant maternity and childhood hospital in Jandires, with the aim of providing a safe place and high quality services for #mothers and #children.",Irrelevant
"This comes as part of #MSF 's commitment to support the #Health sector in northwest #Syria, which suffers from great difficulties and underfunding, and aims to ensure the sustainability of medical services for those who #need them.",Irrelevant
"نقلت اللجنة الاقتصادية في رئاسة مجلس الوزراء حول تصدير الفائض من المنتجات الزراعية بحثت في التحديات التي تواجه دخولها إلى الأسواق الخارجية، مع التركيز على سبل زيادة حجم التصدير لتعزيز الإنتاج وتحقيق التوازن السعري المناسب في الأسواق المحلية. #الزراعة #تصديرالمنتجات",Irrelevant
"جمعية ""محبة ووفا"" في #السويداء تدعم المواهب الصغيرة برنامج ""الفنان الصغير"" ينطلق اليوم بإشراف مديرية الشؤون الاجتماعية والعمل ليستمر على مدى ثلاثة أشهر. دور فريد لتعزيز الإبداع والموهبة لدى أطفالنا. #تنميةالمواهب",Irrelevant
يوم مليء بالعطاء والتضامن لدعم الحرفيين والمبادرات الصغيرة انطلق البازار الخيري في مدينة التل بريف دمشق بمشاركة 35 شركة ومبادرات صغيرة فرصة لدعم المشاريع المحلية وتعزيز روح المجتمع. #بازارالخير #التضامنالمجتمعي,Irrelevant
"إصابة طفل في حي #هرابش اثر اشتباك دورية للأمن الجنائي مع تاجر المخدرات امير الوسمي التابع لـ #الفرقةالرابعة ، ويستثمر عناصر الفرقة نفوذهم وتغطيتهم الأمنية لتجارة المخدرات والعمليات المشبوهة #سوريا #ديرالزور #البادية #التحالفالدولي #الاكراد #ايران #البوكمال",Irrelevant
تابعوني بشخصية سكر في مسلسل #ولادبديعة خلال شهر رمضان المبارك على قناة #MBCDrama إخراج تأليف يامن الحجلي علي وجيه إنتاج Pentalens,Irrelevant
"في مثل هذا اليوم ، قبل ١١ عاما تحررت مدينة #الرقة من #عصاباتالأسد وأصبحت بذلك أولى المحافظات التي خرجت من سيطرة العصابة الأسدية #سوريا #ديرالزور #البادية #التحالفالدولي #الاكراد #نظامالأسد #بشارالأسدمجرمحرب",Irrelevant
ألف مبروك لدولة #الإمارات وطن الإنسانية على أكبر مشروع استراتيجي رح يبلش هاد الأسبوع وهو توليد الكهرباء من محطة الطاقة الشمسية الإماراتية في #عدن بعد دخولها الخدمة التجريبية بعدد 30 ميجاوات من أصل 120 ميجاوات ورح تدخل الخدمة بشكل كامل بداية شهر نيسان يعني بعد أقل من شهر .,Irrelevant
هاد المشروع الضخم رح يحقّق صدى ونتائج إيجابية على أوسع نطاق لأنو حطت فيه دولة الإمارات كل ما يلزم من تقنيات وتكنولوجيا وفرق متخصصة وكمان طابعه الإنساني والخيري يلي بيسهم في تخفيف انقطاع الكهرباء وتخفيف معاناة الحكومة اليمنية والشعب اليمني,Irrelevant
"في لقاء مهم يبحث وزير الخارجية والمغتربين الدكتور فيصل المقداد مع الأمين العام لجامعة الدول العربية أحمد أبو الغيط، في مقر الجامعة بالقاهرة الأوضاع والتطورات الراهنة على الساحتين العربية والإقليمية. #التعاونالعربي",Irrelevant
شو صاير بـ facebook و instagram,Irrelevant
بلش النزوح للتويتر اهلين وسهلين ببعضنا,Irrelevant
متل العادة هلأ بيجو جماعة فيسبوك,Irrelevant
وانا كمان بس لا تقول لحدا,Irrelevant
"مقتل العقيد في جيش النظام السوري، علي حبيب خليل، برصاص مجهولين في مدينة #الميادين شرقي #ديرالزور ، وينحدر من قرية برمانة المشايخ بريف #طرطوس #سوريا #ديرالزور #البادية #قسد #التحالفالدولي",Irrelevant
بكيفو هو حر وأدرى بمصلحة شغلو بس الاحسن لو ما يقول السبب لأن فيه تقليل قيمة وقلة....و...و...,Irrelevant
"سعادة السفير ماجد السويدي عبّر عن دعوته لتعزيز التعاون في مجال التمويل المناخي، وهالشغل مهم جداً لمستقبلنا وللبيئة. بدنا نشوف جهود مشتركة لحماية كوكبنا، وتحية للإمارات على دعوتها لهالتعاون الضروري",Irrelevant
#عاجل ارتفاع حصيلة الهجوم الارهابي على جامعي الكمأة في بادية #كباجب جنوبي #ديرالزور إلى 44قتيلا و37 مصابا و11 مفقودا وجميعهم من عشيرة البوسرايا هذه العملية الإرهابية لم تخرج من عباءة #الميليشياتالإيرانيةالإرهابية #سوريا #ديرالزور #البادية #العراق #قسد #ايران #Iran #Syria,Irrelevant
"سعيدة بمشاركتي كعضو لجنة تحكيم الدورة الرابعة من ""مسابقة لأفلام وأغاني تمكين الشباب"". كل الحب Stylistjonymatta Outfit Jewelry Clutchgiuseppezanotti krismame Makeupamphairamalsbeautylounge Photos anas.alkurdi",Irrelevant
كانت جلسة حوارية ممتعة مع لأفلام وأغاني تمكين الشباب كل الحب Stylist jonymatta Dress pearlbrandsonline Jewelry Clutch Makeupamphair amalsbeautylounge Photosanas.alkurdi photography,Irrelevant
الف مبروك للنجم الاسطورة بدر المطوع حصوله على لقب الهداف التاريخي للدوري الكويتي وهذا اللقب تشرف بحصول هذا النجم عليه كبير ياخوي,Irrelevant
وهدول اللي اجو عالحفلة كمان اشترتهن عن جد فاشلة,Irrelevant
رابط مقابلتي على قناة سوريا حول ملف المعتقلين السوريين الاحرار في سجن رومية في لبنان,Irrelevant
صباح الخير ... كل صباحاتكم أعياد وسعادة ومحبة كل عام وجميع نساء العالم بخير ونساء كورد بالف الف خير,Irrelevant
"بحب شعور الـ "" بس انتِ "" وكل مايتبعه من استثناء",Irrelevant
مايحدث في الشمال المحرر من انتفاضة الشعب على الجولاني العميل وكلابه ماهي الا ثورة شعب على اذناب النظام والعجلة ستدور على قادة فصاءل حقان فيدان لتعود الثورة الى القهاوبسقوطهم سيسقط النظام,Irrelevant
الحياة تراجيدية لمن يشعر وكوميدية لمن يفكر,Irrelevant
#تنويههام #الهيئةالناظمةللاتصالاتوالبريد عم تحذر المشتركين من عمليات احتيال وابتزاز لسرقة الرصيد يلي عم تتم من خلال بعض الأرقام عم تدعي أنها تابعة لجهات رسمية مختصة. ديرو بالكم,Irrelevant
هااااااااام أخبار متداولة عن منحة عم تلوح بالافق يارب الله يفرج عن هالعباد,Irrelevant
ثورة الشعب على الجولاني والاسد تكتمل. عندما تشمل زعران حقان فيدان قادة الفصاءل الطغاة هذه صورة لشرطي تمت الاساءة له عندما حاول تطبيق نظام المرور على احد قادة الفصاءل وشبيحة الازعر فعلت مافعلته بحق الشرطي اين وزير الداخلية؟؟ وزير الدفاء رءيس الحكومة من امن العقوبة اساء الادب,Irrelevant
فـرع السورية بحمص جهز سلتين غذائيتين لطرحها برمضان بأسعار كتير مناسبة. كل عام وانتم بخير,Irrelevant
#عاجل انفجارات داخل مقرات تابعة لـ #الميليشياتالإيرانية في محيط منطقة الصناعة على أطراف مدينة #البوكمال شرقي ديرالزور وسط تحليق مكثف لطيران #التحالفالدولي الحربي في سماء المنطقة #سوريا #ديرالزور #البادية #العراق #إيران #المشروعالفارسي #الحرسالثوريالإيراني #حزبالله #قسد,Irrelevant
وانت بالف الف خير صباح الخير,Irrelevant
روزى جلى كوردي يوم الزي الكوردي The kurdish dress day في 10 آذار مارس من كل عام,Irrelevant
رجع مدفع رمضان ل #لاذقية و عقبال يرجع لباقي المحافظات يارب,Irrelevant
بعد التخبط المرعب يلي كان عم يمر فيه سعر الصرف إستمرارية بالإنخفاض الحاااد في الأيام القادمة ان غدا لناظره قريب .,Irrelevant
انشالله تكونوا حبيتوا انطلاقة العمل .. #ولادبديعة,Irrelevant
وابتدأت حكاية سكر بنت الحياة.. مسلسل #ولادبديعة يومياً على قناة #MBCDrama الساعة الواحدة ظهرا و يعاد الساعة السابعة مساءا بتوقيت السعودية وعلى منصة #شاهد طيلة شهر رمضان المبارك #سلافةمعمار #sulafamemar,Irrelevant
شباب #مبادرة #ملتمينعالخير التطوعية يوزعون التمر والماء على #الصائمين اثناء اذان المغرب على مداخل مدينة #الرقة #سوريا #رمضان #ديرالزور #الحسكة #رمضانكريم #رمضان2024 #رمضانمعانا #رمضانعندنا,Irrelevant
#رمضانكريم ينعاد عليكم بالخير و البركة جميعاً #محمودنصر,Irrelevant
اي شو حبينا حبينا وكتير بصراحة المسلسل ولا غلطة من الصورة للصوت للتمثيل للإخراج يعني بيضاهي مسلسلات نيتفليكس بالجودة,Irrelevant
#عااااجل انخفاض كبير في أسعار المتة الخارطة والسكر والشاي ولتر زيت دوار الشمس والسمنة وجميع انواع البهارات والمواد الغذائية والدخان,Irrelevant
"كان مشهد بحاجة لدقة عالية بالتنفيذ حاولنا نقدمو بطريقة احترافية قدر الإمكان بجهود الممثلين والفنيين ودعم شركة الإنتاج وكل كادر العمل .. انشالله تكونوا حبيتوا المشهد، ولسه في مفاجآت قادمة بالعمل، هلأ بلشت حكاية #ولادبديعة .. تابعونا وادعولنا .. #رشاشربتجي ..",Irrelevant
"هيك كانت كواليس ولادة #مختارالدباغ بمنطقة الزبلطاني على أطراف #دمشق داخل سوق ""الدبّاغات القديمة"" عام 1989، ومن هاد المكان #ولادبديعة بلشوا حياتهن وحكايتهن .. مشهد حساس مليان مشاعر حاولنا نهتم فيه بأدق التفاصيل مع النجم #فاديصبيح الفنان اللي عندو إحساس عالي وحضور رائع ..",Irrelevant
هجوم مسلح يستهدف إحدى نقاط #ميليشيا #قسد على ضفة نهر #الفرات قرب بلدة الطيانة بريف #ديرالزور الشرقي #سوريا #ديرالزور #البادية #العراق #التحالفالدولي #ايران #الاكراد,Irrelevant
صباحك احلى واجمل من الورد معطر بعطر ورود الربيع,Irrelevant
العائلة السورية تحتاج ٩ مليون لسد احتياجاتها في رمضان.,Irrelevant
ولا أحلى من هيك خبر مبروك النا,Irrelevant
"مقتل 3 نساء أثناء جمع الكمأ في بادية #ديرالزور الجنوبية برصاص مسلحين مجهولين هاجـموا عمال الكمأ، والنساء من حي طب #الجورة بمدينة #ديرالزور #سوريا #سورية #البادية #التحالفالدولي #الاكراد #ايران #العراق #قسد #الميليشياتالإيرانية",Irrelevant
"#عاجل مقاتلو العشائر يشنون هجوماً عنيفاً بالأسلحة الرشاشة على نقاط تمركز ميليشيات #قسد في قرية #درنچ شرقي #ديرالزور ، كما شن هجوم اخر على نقطة عسكرية لقسد على الجبل المطل على مدينة #البصيرة #سوريا #سورية #ديرالزور #البادية #التحالفالدولي #العراق #الأكراد #رمضان #رمضانكريم",Irrelevant
في مثل هذا اليوم بدات اعظم ثورة ضد اقذر طاغية ثورة شعب على طاغيها خرجت مروة الغميان تحمل العلم وتنادي بالحرية في دمشق القديمة هذا الشعب اذهل منجمو الطغاة بان الشعوب ناءمة والطغاة يفعلون مايشاؤون ثورتنا مستمرة من السويداءفي الجنوب الى ادلب واعزاز في الشمال,Irrelevant
"بتكليف من السيد الرئيس #بشارالأسد قدم محافظ #اللاذقية المهندس عامر هلال التعازي بوفاة ""عضو القيادة القطرية الأسبق عادل عطا نعيسة"" الذي غيبه الموت يوم أمس عن عمر ناهز 86 عاماً.",Irrelevant
بلش رمضان و بلشت الخيرات الإماراتية على العالم كله مبادرة #الإمارات للطعام مبادرة جديدة لإطعام المحتاجين وتوزيع خمسة ملايين وجبة وتأمين الغذاء خلال الشهر الفضيل أهم هدف للمبادرة هو توقيف عمليات الهدر وتأمين الدعم للكل بغض النظر عن جنسياتهم و طوائفهم وأن الإنسانية مالها حدود.,Irrelevant
#ديرالزور تجدد العهد ضد ضد آل الأسد لعنهم الله ١٣ عام وعلى العهد باقون #ضدآلالأسد #الثورةالسوريةالعظيمة #يومالجمعة #ادلب #حلب #جمعةمباركة,Irrelevant
"هاجمت #ميليشياقسد الإعلاميين والناشطين المتواجدين في دوار النعيم بمدينة #الرقة لإحياء #ذكرىالثورةالسورية ، وصادرت معدات تصوير لإحدى الناشطات مع إهانتها أمام الجميع. أفعال #قسد تشابه أفعال #نظامالأسدالمجرم #سوريا #ديرالزور #الحسكة #الثورةالسوريةالعظيمة #ميلادالثورة",Irrelevant
"#عاجل #ديرالزور طائرة مُسيّرة يُعتقد أنها تابعة للتحالف الد.ولي تستـ.هدف شاحنة في مدينة #البوكمال شرق ديرالزور بعد دخولها من الأراضي العراقية، والميليشات الإيرانية تفرض طوقاً أمنـياً حول موقع الشاحنة. #الثورةالسوريةالعظيمة #مجزرةالطحين #يومالجمعة #موسمرمضان #earthquake",Irrelevant
"#عاجل طائرة مسيرة تستهدف شاحنة في مدينة #البوكمال شرق #ديرالزور ، بعد دخولها من الأراضي العراقية، و #الميليشياتالإيرانية تفرض طوقاً أمنياً حول موقع تدمير الشاحنة #سوريا #ديرالزور #البادية #العراق #الثورةالسوريةالعظيمة #الثورةالسورية",Irrelevant
Roj buna we piroz be عيد ميلاد سعيد,Irrelevant
